"Sexo","Edades","Largos","Pesos","HCraneo"
1,19,76.85,11.77,50.75
1,19,82.3,11.41,48.19
1,19,82.85,10.93,46.51
1,19,83,12.79,49.02
1,19,87.74,10.57,48.04
1,19,88.5,12.07,48.75
1,19,84.61,11.46,49.08
1,19,81.54,12.24,47.82
1,19,83.14,12.87,47.13
1,19,79.9,13.33,48.61
1,19,88.26,9.7,49.02
1,19,77.82,11.72,45.2
1,19,82.46,11.14,47.86
1,19,84.3,11.68,49.22
1,19,77.38,11.86,46.66
1,19,87.2,12.76,48.64
1,19,78.79,13.32,48.87
1,19,82.7,9.55,47.07
1,19,84.5,12.31,50.09
1,19,77.66,10.77,48.03
1,19,82.12,11.8,48.25
1,19,89.04,11.03,46.59
1,19,81.16,9.91,47.6
1,19,84.38,9.51,48.99
1,19,76.87,12.87,50.64
1,19,77.26,10.36,47.44
1,19,87.97,14.03,48.86
1,19,86.46,13.02,49.51
1,19,84.55,13.43,50.06
1,19,86.55,11.51,48.71
1,19,83.8,11.93,51.31
1,19,83.36,11.9,48.21
1,19,85.74,11.64,47.92
1,19,86.3,11.21,51.16
1,19,85.07,12.72,49.82
1,19,89.59,10.67,46.5
1,19,87.24,11.61,49.61
1,19,89.25,12.13,47.44
1,19,79.03,12.05,48.67
1,19,83.49,13.87,48.46
1,19,80.12,10.99,48.55
1,19,82.15,11.72,46.05
1,19,86.25,9.39,51.6
1,19,78.07,10.75,48.49
1,19,79.3,11.68,46.15
1,19,80.34,12.21,46.59
1,19,81.58,12.47,47.21
1,19,83.72,11.72,49.38
1,19,81.87,11.47,47.29
1,19,84.95,12.19,48.24
1,19,84.56,11.81,48.74
1,19,81.43,11.92,47.1
1,19,81.43,12.77,48.16
1,19,77.3,10.57,51.78
1,19,78.69,10.64,48.8
1,19,83.59,12.11,47.66
1,19,87.84,11.28,49.71
1,19,80.38,15.92,47.02
1,19,82.14,11.67,49.14
1,19,93.93,12.52,48.37
1,19,85.46,12.87,47.73
1,19,83.99,14.85,48.68
1,19,90.22,10.7,47.96
1,19,83.49,10.2,49.06
1,19,82.21,15.24,44.82
1,19,85.4,10.23,46.76
1,19,83.81,12.49,47.67
1,19,79.6,11.83,47.1
1,19,83.3,12.46,47.46
1,19,81.8,12.87,47.45
1,19,78.35,12.28,46.28
1,19,82.19,10.76,47.42
1,19,83.22,12.85,47.94
1,19,79.76,11.76,51.01
1,19,86.3,11.34,46.78
1,19,78.06,13.05,49.04
1,19,86.44,10.94,48.56
1,19,75.18,12.35,47.22
1,19,82.15,11.31,50.01
1,19,83.45,11.62,46.15
1,19,85.2,13.29,47.03
1,19,80.1,11.86,47.13
1,19,84.32,14.66,47.49
1,19,83.64,11.87,50.94
1,19,81.49,12.53,47.96
1,19,87.45,11.28,48.41
1,19,82.92,10.9,47.12
1,19,79.86,11.79,48.14
1,19,84.42,10.19,48.76
1,19,83.55,13.36,45.48
1,19,81.76,11.43,50.47
1,19,84.34,12.23,46.42
1,19,76.14,11.01,47.59
1,19,89.36,12.68,48.97
1,19,79.63,10.05,47.75
1,19,82.82,12.66,47.29
1,19,91.03,14.25,46.42
1,19,83.4,11.15,51
1,19,78.4,11.56,46.23
1,19,85.42,11.37,45.87
1,19,84.17,12.11,49.58
1,19,76.06,13.62,47.23
1,19,82.07,11.29,49.67
1,19,81.09,13.04,47.97
1,19,81.52,14.48,45.18
1,19,80.34,10.94,49.03
1,19,81.96,10.87,48.23
1,19,80.34,10.75,48.4
1,19,84.48,12.05,48.88
1,19,82.01,9.42,48.65
1,19,84.02,11.33,47.49
1,19,87.72,13.82,46.82
1,19,84.89,12.62,47.53
1,19,89.56,11.6,49.34
1,19,76.8,9.35,47.47
1,19,84.72,12.34,48.82
1,19,83.5,10.15,46.32
1,19,78.84,10.61,48.96
1,19,86.43,12.54,49.3
1,19,81.53,13.43,49
1,19,82.03,10.52,46.7
1,19.5,87.67,14.48,46.35
1,19.5,83.83,13.4,49.47
1,19.5,85.97,11.19,47.29
1,19.5,82.16,12.06,48.22
1,19.5,80.97,12.86,47.74
1,19.5,89.72,10.55,47.18
1,19.5,82.54,11.48,47.78
1,19.5,78.89,8.68,48.02
1,19.5,79.96,14.32,49.41
1,19.5,87.07,11.65,49.82
1,19.5,79.6,11.62,48.21
1,19.5,84.17,8.66,50.98
1,19.5,84.89,10.92,46.97
1,19.5,80.76,11.98,47.84
1,19.5,84.11,11.95,49.86
1,19.5,91.41,11.33,46.26
1,19.5,85.13,12.82,47.33
1,19.5,78.9,10.79,48.76
1,19.5,86.95,12.27,47.87
1,19.5,86.09,11.35,47.34
1,19.5,84.12,15.78,48.17
1,19.5,83.88,10.11,48.18
1,19.5,87.9,11.3,48.45
1,19.5,82.1,12.04,46.15
1,19.5,86.96,13.04,48.88
1,19.5,83.73,12.49,46.96
1,19.5,74.89,14.9,49.45
1,19.5,80.14,13.39,47.83
1,19.5,85.44,8.63,49.55
1,19.5,83.52,12.88,47.5
1,19.5,85.44,9.87,48.17
1,19.5,76.6,12.12,47.02
1,19.5,83.84,9.49,46.85
1,19.5,83.66,11.2,47.98
1,19.5,83.53,12.39,48.81
1,19.5,86.66,14.46,46.75
1,19.5,84.63,11.94,49.41
1,19.5,85.44,10.86,49.04
1,19.5,83.2,13.59,47.09
1,19.5,84.57,11.5,48.39
1,19.5,82.05,13.41,49.67
1,19.5,82.51,12.02,50.79
1,19.5,79.98,11.24,47.57
1,19.5,78.72,10.73,46.63
1,19.5,78.9,10.46,46.33
1,19.5,87.86,11.86,49.23
1,19.5,83.86,10.57,47.31
1,19.5,89.06,12.01,47.71
1,19.5,80.56,8.16,44.04
1,19.5,87.31,12.17,46.09
1,19.5,83.83,12.89,48.36
1,19.5,82.13,11.55,48.27
1,19.5,84.06,11.52,49.15
1,19.5,84.27,9.71,47.92
1,19.5,88.51,12.01,47.49
1,19.5,86.25,12.5,47.66
1,19.5,84.86,10.45,46.66
1,19.5,85.73,12.92,44.32
1,19.5,91,13.3,47.27
1,19.5,87.78,13.87,47.05
1,19.5,79.3,11.68,48.72
1,19.5,85.12,12.68,48.82
1,19.5,86.5,12.57,49.45
1,19.5,84.13,10.89,48.71
1,19.5,81,11.08,50.26
1,19.5,82.37,10.59,47.26
1,19.5,84.08,12.9,47.53
1,19.5,88,9.15,48.99
1,19.5,83.57,13.79,50.37
1,19.5,84.98,12.56,49.63
1,19.5,83.6,9.24,49.83
1,19.5,90.04,11.11,49.9
1,19.5,86.33,10.39,44.26
1,19.5,91.24,12.75,46.58
1,19.5,85.71,12.32,47.22
1,19.5,87.77,11.53,46.7
1,19.5,86.02,13.43,46.65
1,19.5,80.85,13.29,46.92
1,19.5,77.84,11.13,47.36
1,19.5,76.22,11.55,48.37
1,19.5,86.16,12.22,48.74
1,19.5,82.47,12.3,43.76
1,19.5,79.74,12.7,46.13
1,19.5,81.06,13.92,48.84
1,19.5,84.39,13.22,47.12
1,19.5,78.91,12.13,46.49
1,19.5,76.58,9.18,46.9
1,19.5,81.6,10.72,48.16
1,19.5,86.94,15.08,46.87
1,19.5,83.68,10.98,49.44
1,19.5,87.92,12.78,48.62
1,19.5,81.6,11.01,48.32
1,19.5,87.29,10.75,47.13
1,19.5,78.87,11.23,45.22
1,19.5,80.47,14.55,47.32
1,19.5,84.53,12.29,47.76
1,19.5,82.6,12.05,48.28
1,19.5,90.71,8.47,49.79
1,19.5,83.75,11.89,47.99
1,19.5,88.22,12.75,45.55
1,19.5,86.73,11.12,49.5
1,19.5,91.81,10.67,47.72
1,19.5,83.05,10.69,49.9
1,19.5,83.81,11.51,48.45
1,19.5,83.64,12.56,48.89
1,19.5,80.6,12.18,47.15
1,19.5,82.18,10.43,50.5
1,19.5,82.04,11.08,46.91
1,19.5,80.08,11.89,48.14
1,19.5,84.36,13.38,47.4
1,19.5,81.51,13.22,50.11
1,19.5,83.49,12.43,46.59
1,19.5,80.42,14.35,46.56
1,19.5,83.79,12.02,46.92
1,19.5,76.87,12.65,47.92
1,19.5,79.92,12.99,45.52
1,19.5,84.82,10.97,48.45
1,19.5,85,12.31,49.79
1,19.5,80.34,10.4,46.28
1,19.5,82.21,11.86,49.55
1,19.5,85.03,10.53,47.25
1,19.5,83.38,10.79,49.57
1,19.5,79.56,13.65,47.6
1,19.5,88.45,12.47,48.38
1,19.5,74.3,13.82,49.65
1,19.5,83.07,13.61,48.19
1,19.5,80.1,12.93,48.95
1,19.5,84.2,14.98,47.19
1,19.5,87.01,10.56,48.71
1,19.5,87.37,11.11,49.28
1,19.5,85.42,11.95,46.11
1,19.5,86.56,12.5,49.02
1,19.5,82.23,13.52,48.68
1,19.5,79.98,11.73,47.71
1,19.5,85.88,11.91,47.45
1,19.5,78.82,11.09,47.23
1,19.5,82.81,11.32,49.33
1,19.5,85.06,13.93,48.56
1,19.5,77.59,12.73,45.91
1,19.5,73.61,12.78,46.67
1,19.5,84.52,11.43,45.81
1,19.5,80.65,10.35,48.42
1,19.5,84.43,11.61,48.73
1,19.5,85.66,10.19,48.51
1,19.5,84.96,11.06,47.44
1,19.5,83.94,12.96,48.57
1,19.5,80.25,11.43,47.96
1,19.5,79.59,11.89,49.4
1,19.5,82.5,12.63,48.93
1,19.5,84.09,11.4,49.5
1,19.5,84.8,13.38,49.75
1,19.5,87.52,10.84,48.06
1,19.5,76.73,10.24,49.24
1,19.5,84.06,12.27,47.62
1,19.5,78.4,13.17,45.82
1,19.5,87.1,11.82,48.14
1,19.5,89.16,12.06,47.02
1,19.5,79.21,13.61,46.41
1,19.5,80.31,12.79,48.86
1,19.5,83.29,10.2,49.13
1,19.5,81.42,11.05,48.74
1,19.5,87.6,11.1,48.58
1,19.5,80.27,10.47,46.7
1,19.5,82.36,11.71,47.38
1,19.5,79.38,11.5,45.95
1,19.5,87.39,12.96,47.38
1,19.5,80.2,11,50.63
1,19.5,80.42,13.65,50.4
1,19.5,86.72,13.06,48.08
1,19.5,80.31,10.86,48.39
1,19.5,89.04,12,47.93
1,19.5,82.97,12.2,49.02
1,19.5,85.99,12.9,48.72
1,19.5,85.79,13.19,49.29
1,19.5,82.75,9.92,49.09
1,19.5,85.98,10.59,48.16
1,19.5,85.32,10.97,45.77
1,19.5,81.94,10.08,49.75
1,19.5,83.68,11.16,47.42
1,19.5,83.63,12.17,48.89
1,19.5,90.35,12.82,45.88
1,19.5,85.46,11.61,47.49
1,19.5,80.55,12.47,48.79
1,19.5,86.97,12.8,49.04
1,19.5,79.58,10.92,47.63
1,19.5,86.48,13.85,51.1
1,19.5,90.72,12.98,47.49
1,19.5,81.64,9.43,47.31
1,19.5,80.16,10.57,50.61
1,19.5,78.59,11.44,46.15
1,19.5,87.53,13.86,47.68
1,19.5,86.58,11.36,49.47
1,19.5,88.66,13.41,48.01
1,19.5,82.31,14.08,47.33
1,19.5,78.11,14.67,48.34
1,19.5,86.8,10.04,48.23
1,19.5,78.9,11.27,48.03
1,19.5,83.39,11.65,49.3
1,19.5,86.8,11.04,47.72
1,19.5,89.29,12.55,48.22
1,19.5,88.54,11.19,48.12
1,19.5,87.17,11.65,49.45
1,19.5,84.37,11.71,48.93
1,19.5,87.47,11.07,48.48
1,19.5,81.17,12.7,48.42
1,19.5,82.08,12.16,47.26
1,19.5,87,13.03,46.71
1,19.5,84.97,9.72,45.9
1,19.5,75.82,11.31,48.17
1,19.5,85.1,11.48,47.99
1,19.5,85.19,11.2,47.87
1,19.5,87.55,12.12,48.05
1,19.5,84.82,9.32,45.59
1,19.5,84.29,14.95,47.57
1,19.5,78.13,11.76,50.26
1,19.5,77.01,14.9,47.06
1,19.5,79.11,9.94,49.08
1,19.5,83.35,12.47,46.22
1,19.5,81.02,10.06,48.15
1,19.5,88.93,13.01,47.44
1,19.5,78.27,12.82,47.63
1,19.5,85.76,11.05,52.01
1,19.5,79.46,12.84,48.43
1,19.5,84.5,11.72,49.87
1,19.5,85.61,15.57,49.96
1,19.5,81.75,11.26,47.68
1,19.5,82.14,11.9,46.61
1,19.5,88.17,11.42,49.42
1,19.5,79.54,11.83,48.37
1,19.5,86.14,11.69,49.96
1,19.5,85.5,10.66,50.51
1,19.5,85.48,13.07,49.18
1,19.5,86.85,11.55,48.5
1,19.5,90.19,14.19,49.2
1,19.5,86.81,12.7,49.9
1,19.5,85.74,11.17,49.1
1,19.5,86.81,9.23,47.03
1,19.5,82.03,11.94,48.56
1,19.5,81.79,12.35,49.27
1,19.5,81,9.23,46.3
1,19.5,88.95,11.53,48.83
1,19.5,80.63,14.67,47.73
1,19.5,89.73,11.18,46.81
1,19.5,79.18,12.53,47.67
1,19.5,83.46,11.46,47.64
1,19.5,77.46,13.37,50.13
1,19.5,86.99,11.46,49.1
1,19.5,78.62,12.35,48.91
1,19.5,85.31,10.1,48.65
1,19.5,82.42,9.04,48.29
1,19.5,83.19,12.03,47.42
1,19.5,77.19,13.22,48.73
1,19.5,90.24,9.33,46.09
1,19.5,85.42,12.66,47.04
1,19.5,76.02,13.43,48.22
1,19.5,85.06,11.82,45.39
1,19.5,91.02,12.22,49.99
1,19.5,85.17,11.56,48.4
1,19.5,81.13,12.66,49.08
1,19.5,80.65,11.95,48.03
1,19.5,80.52,11.24,50.19
1,19.5,86.67,12.46,48.25
1,19.5,87.45,11.78,46.94
1,19.5,82.4,13,49.73
1,19.5,85.37,11.56,48.2
1,19.5,87.22,11.66,45.75
1,19.5,82.5,10.52,50.47
1,19.5,82.55,13.56,46.9
1,19.5,85.24,10.75,49.67
1,19.5,85.48,13.96,48.75
1,19.5,85.94,11.9,47.58
1,19.5,81.85,11.44,49.2
1,19.5,88.73,12.43,46.87
1,19.5,78.19,11.4,48.01
1,19.5,82.78,12.31,48.26
1,19.5,93.03,11.37,47.42
1,19.5,89.1,11.97,48.27
1,19.5,88.45,14.89,49.46
1,19.5,84.08,10.92,48.85
1,19.5,84.62,10.97,46.95
1,19.5,84.1,12.13,46.11
1,19.5,84.05,11.71,48.55
1,19.5,79.78,12.13,46
1,19.5,86.24,12.5,47.12
1,19.5,84.2,11.4,48.67
1,19.5,81.75,11.49,47.7
1,19.5,85.02,11.6,48.11
1,19.5,85.52,9.48,47.18
1,19.5,84.82,10.05,46.8
1,19.5,86.7,11.95,48.6
1,19.5,80.09,9.97,46.88
1,19.5,81.29,14.37,48.18
1,19.5,79.78,11.24,47.3
1,19.5,80.35,13.27,46.33
1,19.5,83.51,13.26,46.93
1,19.5,77.67,13.71,50.21
1,19.5,82.18,9.53,48.26
1,19.5,87.43,11.62,50.02
1,19.5,83.36,12.69,47.91
1,19.5,85.27,14.87,49.36
1,19.5,83.42,12.48,48.38
1,19.5,82.97,9.86,48.73
1,19.5,85.37,13.39,48.73
1,19.5,84.23,11.86,49.54
1,19.5,79.42,12.82,48.91
1,19.5,80.06,11.67,47.91
1,19.5,77.02,10.86,49.41
1,19.5,81.38,9.16,47.98
1,19.5,89.08,12.9,49.57
1,19.5,82.74,10.69,49.14
1,19.5,82.08,11.7,49.84
1,19.5,85.41,11.32,47.16
1,19.5,82.33,13.22,46.96
1,19.5,87.15,12.49,45.49
1,19.5,80.68,10.14,45.55
1,19.5,85.14,13.89,49.51
1,19.5,79.7,10.77,48.59
1,19.5,77.95,13.47,46.87
1,19.5,82.47,11.76,48.88
1,19.5,84.65,11.78,46.52
1,19.5,83.51,12.72,44.82
1,19.5,80.87,11.5,49.56
1,19.5,82.36,10.72,47.11
1,19.5,80.5,9.99,49.24
1,19.5,91.73,11.11,46.95
1,19.5,76.07,13.06,47.37
1,19.5,91.52,14.21,47.53
1,19.5,81.33,13.8,47.44
1,19.5,82.3,14.85,46.69
1,19.5,86.7,15.31,47.95
1,19.5,85.19,13.72,48.25
1,19.5,79.42,10.61,48.48
1,19.5,78.52,12.58,45.81
1,19.5,86.92,11.24,47
1,19.5,87.16,13.6,47.71
1,19.5,84.75,12.67,49.46
1,19.5,80.36,12.54,50.56
1,19.5,83.24,9.84,48.59
1,19.5,77.74,15.08,49.63
1,19.5,83.7,11.15,47.28
1,19.5,85.01,11.61,49.35
1,19.5,86.88,13.04,49.95
1,19.5,86.72,11.81,48.66
1,19.5,82.27,11.62,49.07
1,19.5,82.81,12.26,49.04
1,19.5,79.76,11.35,46.6
1,19.5,80.38,10.08,46.19
1,19.5,82.01,9.45,48.75
1,19.5,87.55,10.72,45.79
1,19.5,84.58,13.34,47.66
1,19.5,81.22,12.89,47.74
1,19.5,80.62,10.41,46.7
1,19.5,82.02,14.32,46.43
1,19.5,81.86,12.39,48.37
1,19.5,83.75,9.61,49.68
1,19.5,78.53,13.26,46.59
1,19.5,84.3,10.77,46.62
1,19.5,82.7,14.01,49.43
1,19.5,82.08,14.73,46.59
1,19.5,79.48,12.72,46.99
1,19.5,81.59,12.58,46.93
1,19.5,85.49,11.25,49.99
1,19.5,83.88,8.58,46.38
1,19.5,81.64,12.17,48.5
1,19.5,87.22,11.11,47.93
1,19.5,81.44,13.19,48.91
1,19.5,79.36,11.54,47.38
1,19.5,83.07,10.22,47.99
1,19.5,90.1,13.39,45.24
1,19.5,77.44,7.56,49.34
1,19.5,85.61,11.06,48
1,19.5,86.27,11.68,50
1,19.5,86.54,10.32,48.42
1,19.5,80.62,11.12,47.77
1,19.5,83.56,12.78,47.87
1,19.5,81.28,13.18,49.93
1,19.5,88.35,12.25,47.37
1,19.5,84.67,11.17,48.96
1,19.5,78.58,11.42,49.57
1,19.5,79.52,12.81,49.53
1,19.5,87.93,13.33,48.16
1,19.5,83.74,12.77,49.54
1,19.5,87.19,12.19,49.89
1,19.5,82.02,10.42,50.77
1,19.5,85.48,12.87,49.44
1,19.5,80.53,10.76,47.3
1,19.5,90.21,10.22,48.09
1,19.5,83.67,11.34,45.87
1,19.5,86.07,9.94,48.8
1,19.5,85.89,10.91,46.74
1,19.5,81.73,10.91,46.71
1,19.5,90.09,12.03,49.97
1,19.5,86.65,11.03,50.55
1,19.5,82.35,11.04,47.38
1,19.5,81.08,12.77,48.48
1,19.5,88.14,10.71,49.39
1,19.5,83.75,10.07,44.81
1,19.5,83.52,10.05,47.62
1,19.5,87.86,11.32,47.69
1,19.5,83.3,12.33,47.82
1,19.5,84.34,11.42,48.33
1,19.5,88.02,10.1,49.5
1,19.5,85.86,13.53,48.87
1,19.5,78.69,12.41,47.74
1,19.5,82.43,12.73,49.39
1,19.5,81.61,10.27,48.41
1,19.5,82.94,13.49,48
1,19.5,77.19,12.37,48.72
1,19.5,80.88,13.13,47.91
1,19.5,87.98,10.68,48.17
1,19.5,78.09,10.69,48
1,19.5,86.03,11.82,46.11
1,19.5,77.4,11.24,47.82
1,19.5,88.26,13.56,47.68
1,19.5,87.26,11.63,45.97
1,19.5,84.43,12.79,46.79
1,19.5,82.35,11.97,46.38
1,19.5,81.15,13.45,49.61
1,19.5,82.69,10.44,47.15
1,19.5,78.97,10.9,49
1,19.5,80.63,10.86,45.63
1,19.5,85.43,11.15,48.64
1,19.5,85.09,9.54,49.79
1,19.5,80.92,10.86,49.76
1,19.5,82.56,10.94,49.8
1,19.5,90.04,13.63,45.73
1,19.5,79.21,13.9,48.5
1,19.5,86.29,12.05,47.38
1,19.5,85.41,10.14,49.33
1,19.5,76.4,14.1,45.9
1,19.5,88.21,9.96,49.82
1,19.5,78.84,12.65,49.36
1,19.5,79.41,13.68,47.04
1,19.5,87.26,9.9,48.84
1,19.5,78.28,13.16,49.5
1,19.5,88.42,12.5,47.83
1,19.5,79.06,12.6,46.21
1,19.5,82,12.98,49.77
1,19.5,90.96,12.16,45.73
1,19.5,83.34,13.62,48.54
1,19.5,82.47,12.27,49.1
1,19.5,86.75,10.21,45.91
1,19.5,79.14,11.17,48.87
1,19.5,81.23,13.96,49.12
1,19.5,83.49,8.6,47.75
1,19.5,79.85,10.79,47.31
1,19.5,83.07,13.31,47.33
1,19.5,76.17,12.65,48.61
1,19.5,85.35,12.53,46.8
1,19.5,74.97,12.92,46.22
1,19.5,83.04,12.2,48.67
1,19.5,82.01,10.79,46.9
1,19.5,86.69,13.04,47.48
1,19.5,81.16,12.09,47.97
1,19.5,80.68,11.34,48.95
1,19.5,83.09,12.5,48.09
1,19.5,82.75,13.86,48.17
1,19.5,88.58,16.9,48.12
1,19.5,85.3,14.4,50.49
1,19.5,81.06,12.71,49.87
1,19.5,86.75,10.4,48.94
1,19.5,90.8,10.65,50.23
1,19.5,80.44,11.95,47.69
1,19.5,81.35,11.91,49.15
1,19.5,82.3,16.76,50.73
1,19.5,84.29,13.04,50.22
1,19.5,87.31,12.2,47.17
1,19.5,85.2,11.9,49.54
1,19.5,80.02,11.95,48.99
1,19.5,83.42,14.24,48.2
1,19.5,78.81,10.05,49.47
1,19.5,85.24,11.66,49.24
1,19.5,83.68,10.14,48.82
1,19.5,87.28,13.49,49.29
1,19.5,79.4,10.81,47.36
1,19.5,79.78,15.66,49.11
1,19.5,89.33,11.49,47.4
1,19.5,81.25,13.12,49.7
1,19.5,84.28,12.13,49.63
1,19.5,78.46,12.28,47.97
1,19.5,87.07,11.62,47.6
1,19.5,85.15,9.91,49.34
1,19.5,82.5,12.62,48.28
1,19.5,85.5,11.92,47.73
1,19.5,75.79,10.69,47.67
1,19.5,83.03,11.55,48.8
1,19.5,79.1,10.96,48.95
1,19.5,83.1,13.75,48.28
1,19.5,84.45,13.58,50.22
1,19.5,75.04,11.3,50.49
1,19.5,84.38,11.24,48.91
1,19.5,83.98,12.34,48.24
1,19.5,79.11,12.48,49.28
1,19.5,79.94,11.75,46.32
1,19.5,84.97,12.14,45.94
1,19.5,76.33,11.27,48.4
1,19.5,85.24,12.01,46.65
1,19.5,86.17,11.96,48.66
1,19.5,77.77,12.65,44.68
1,19.5,83.75,10.64,47.66
1,19.5,84.51,13.05,47.57
1,19.5,81.67,10.11,49.01
1,19.5,81.67,10.8,47.78
1,19.5,80.37,10.59,47.21
1,19.5,88.65,11.34,49.26
1,19.5,86.88,14.11,50.25
1,19.5,81.12,14.28,48.25
1,19.5,80.3,13.5,48.15
1,19.5,82.02,11.16,49.8
1,19.5,85.7,14.4,46.28
1,19.5,83.92,13.15,48.7
1,19.5,84.68,13.22,45.86
1,19.5,87.13,11.87,49.14
1,19.5,84.74,13.94,45.41
1,19.5,75.08,12.25,46.56
1,19.5,87.31,11.04,47.37
1,19.5,84.68,11.53,48.13
1,19.5,80.78,11.74,47.41
1,19.5,86.32,11.28,48.56
1,19.5,82.54,12.62,46.1
1,19.5,83.92,9.83,48.53
1,19.5,86.55,12.4,46.61
1,19.5,81.8,11.89,48.05
1,19.5,84.32,10.56,47.53
1,19.5,76.38,13.03,48.43
1,19.5,84.18,10.81,47.19
1,19.5,80.75,9.33,50.14
1,19.5,84.83,11.56,49.77
1,19.5,75.53,11.97,46.32
1,19.5,72.99,12.04,49.87
1,19.5,82.31,11.53,47.7
1,19.5,78.07,8.51,46.28
1,19.5,84.28,12.49,46.37
1,19.5,82.38,11.38,47.26
1,19.5,82.08,9.19,50.56
1,19.5,81.9,12.66,49.38
1,19.5,80.79,11.85,48.94
1,19.5,82.57,11.85,48.11
1,19.5,84.66,13.99,46.63
1,19.5,86.04,13.96,48.09
1,19.5,83.96,10.72,47.43
1,19.5,80.62,11.68,45.92
1,19.5,82.59,11.03,47.83
1,19.5,86.19,11.27,45.35
1,19.5,81.08,10.27,48.8
1,19.5,84.91,12.39,47.65
1,19.5,82.06,12.19,46.68
1,19.5,84.06,10.74,48.74
1,19.5,81.06,11.51,49.94
1,19.5,74.42,12.34,46.85
1,19.5,84.62,11.19,44.07
1,19.5,89.43,9.79,46.72
1,19.5,80.52,11.58,46.18
1,19.5,78.32,11.04,49.42
1,19.5,79.85,12.69,49.95
1,19.5,84.99,12.11,45.88
1,19.5,78.64,12.49,47.46
1,19.5,85.33,11.27,47.06
1,19.5,82.67,11.22,46.75
1,19.5,81.28,13.09,48.35
1,19.5,86.07,15.11,49.94
1,19.5,83.23,12.09,50.66
1,19.5,87.68,11.26,50.94
1,19.5,82.39,13.2,48.95
1,19.5,83.17,13.53,49
1,19.5,81.49,9.96,48.43
1,19.5,80.8,12.43,49.27
1,19.5,85.18,13.4,47.75
1,19.5,82.66,13.49,48.92
1,19.5,86.22,14.47,50.36
1,19.5,82.23,11.55,46.74
1,19.5,82.74,14.68,47.23
1,19.5,81.12,13.44,50.07
1,19.5,85.26,11.87,48.73
1,19.5,81,12.36,47.55
1,19.5,80.46,13.25,45.43
1,19.5,82.52,14.46,47.59
1,19.5,80.79,13.13,48.4
1,19.5,81.71,10.6,46.78
1,19.5,80.5,11.18,47.2
1,19.5,77.19,11.54,47.09
1,19.5,87.57,12.05,46.12
1,19.5,78.1,11.93,48.72
1,19.5,87.46,15.68,48.01
1,19.5,84.72,11.35,48.92
1,19.5,84.35,11.3,46.87
1,19.5,83.8,12.7,50.54
1,19.5,89.74,13.13,48.47
1,19.5,78.75,11.84,48.09
1,19.5,79.06,11.35,45.24
1,19.5,75.15,11.26,47.91
1,19.5,81.57,10.9,47.06
1,19.5,78.74,10.27,47.94
1,19.5,79.97,10.29,48.69
1,19.5,85.7,10.58,47.65
1,19.5,80.15,14.66,47.12
1,19.5,82.78,13.07,49.15
1,19.5,87.24,11,47.44
1,19.5,78.11,9.7,49.94
1,19.5,83.51,12.36,49.11
1,19.5,77.91,13.83,48.35
1,19.5,80.36,13.12,47.81
1,19.5,85.31,14.07,45.86
1,19.5,89.58,11.09,51.02
1,19.5,89.04,14.68,48.7
1,19.5,77.87,11.94,47.08
1,19.5,88.2,10.59,48.18
1,19.5,83.25,13.19,48.22
1,19.5,88.91,11.4,46.88
1,19.5,88.99,9.92,46.52
1,19.5,83.65,13.23,47.3
1,19.5,78.49,12.57,45.8
1,19.5,80.71,12.7,45.09
1,19.5,83.69,13.71,47.39
1,19.5,86.75,12.3,45.69
1,19.5,77.89,12.36,47.31
1,19.5,80.34,14.09,47.5
1,19.5,85.3,13.9,46.73
1,19.5,88.22,14.54,45.13
1,19.5,86.37,10.26,47.05
1,19.5,82.72,14.16,50.25
1,19.5,79.14,9.97,47.42
1,19.5,79.27,14.04,47.41
1,19.5,84.64,9.67,46.78
1,19.5,87.93,11.49,47.62
1,19.5,84.74,10.98,48.67
1,19.5,81.08,12.01,45.59
1,19.5,78.65,11.95,46.89
1,19.5,84.21,11.45,48.53
1,19.5,83.84,11.85,47.57
1,19.5,80.41,12.62,47.68
1,19.5,83.4,13.22,49.52
1,19.5,82.15,12.97,46.9
1,19.5,82.68,13.46,44.53
1,19.5,81.3,10.05,49.64
1,19.5,84.23,12.7,45.27
1,19.5,80.99,11.59,49.11
1,19.5,85.06,9.65,47.16
1,19.5,80.31,12.69,48.71
1,19.5,78.97,13.35,48.08
1,19.5,85.73,12.31,48.02
1,19.5,79.62,10.66,47.44
1,19.5,89.29,12.51,47.96
1,19.5,80,10.34,47.73
1,19.5,81.6,11.6,48.04
1,19.5,89.05,11.84,48.54
1,19.5,82.73,14.73,50.71
1,19.5,86.91,11.65,49.36
1,19.5,89.89,12.85,48.42
1,19.5,86.22,13.32,46.77
1,19.5,81.48,12.07,46.84
1,19.5,89.05,13,47.45
1,19.5,89.04,12.52,46.62
1,19.5,88.32,11.09,47.4
1,19.5,81.08,12.02,45.47
1,19.5,81.27,12.59,47.72
1,19.5,88.7,10.59,48.34
1,19.5,83.17,14.02,49.51
1,19.5,79.3,10.99,48.31
1,19.5,86.38,10.46,49.36
1,19.5,83.33,12.3,47.58
1,19.5,84.62,12.56,45.55
1,19.5,80.91,12.66,45.21
1,19.5,79.2,11.57,47.58
1,19.5,90.38,11.55,47.54
1,19.5,81.39,10.79,48.27
1,19.5,79.27,12.48,48.19
1,19.5,85.7,15.53,49.98
1,19.5,86.01,12.52,48.72
1,19.5,86.76,13.64,47.05
1,19.5,90.69,11.13,47.84
